image_id,subject,batch,block,frame_idx,unix_ms,image_path,source_video
subject_sub-048_frame_013582,sub-048,batch2,1,13582,1787056118603,images/batch2/subject_sub-048_frame_013582.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_016849,sub-048,batch2,1,16849,1787056227501,images/batch2/subject_sub-048_frame_016849.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_020116,sub-048,batch2,1,20116,1787056336396,images/batch2/subject_sub-048_frame_020116.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_023384,sub-048,batch2,1,23384,1787056445319,images/batch2/subject_sub-048_frame_023384.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_026651,sub-048,batch2,1,26651,1787056554236,images/batch2/subject_sub-048_frame_026651.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_035097,sub-048,batch2,2,35097,1787056835774,images/batch2/subject_sub-048_frame_035097.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_038397,sub-048,batch2,2,38397,1787056945776,images/batch2/subject_sub-048_frame_038397.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_041697,sub-048,batch2,2,41697,1787057055766,images/batch2/subject_sub-048_frame_041697.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_044997,sub-048,batch2,2,44997,1787057165785,images/batch2/subject_sub-048_frame_044997.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-048_frame_048298,sub-048,batch2,2,48298,1787057275785,images/batch2/subject_sub-048_frame_048298.jpg,E:\正式实验\sub-048_\nir\sub-048_nir.avi
subject_sub-049_frame_011984,sub-049,batch2,1,11984,1787056507935,images/batch2/subject_sub-049_frame_011984.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_015316,sub-049,batch2,1,15316,1787056618980,images/batch2/subject_sub-049_frame_015316.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_018646,sub-049,batch2,1,18646,1787056729991,images/batch2/subject_sub-049_frame_018646.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_021978,sub-049,batch2,1,21978,1787056841025,images/batch2/subject_sub-049_frame_021978.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_025308,sub-049,batch2,1,25308,1787056952037,images/batch2/subject_sub-049_frame_025308.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_034917,sub-049,batch2,2,34917,1787057272346,images/batch2/subject_sub-049_frame_034917.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_038201,sub-049,batch2,2,38201,1787057381817,images/batch2/subject_sub-049_frame_038201.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_041484,sub-049,batch2,2,41484,1787057491242,images/batch2/subject_sub-049_frame_041484.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_044767,sub-049,batch2,2,44767,1787057600683,images/batch2/subject_sub-049_frame_044767.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-049_frame_048051,sub-049,batch2,2,48051,1787057710159,images/batch2/subject_sub-049_frame_048051.jpg,E:\正式实验\sub-049_\nir\sub-049_nir.avi
subject_sub-050_frame_014453,sub-050,batch2,1,14453,1787057414622,images/batch2/subject_sub-050_frame_014453.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_017801,sub-050,batch2,1,17801,1787057526203,images/batch2/subject_sub-050_frame_017801.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_021148,sub-050,batch2,1,21148,1787057637787,images/batch2/subject_sub-050_frame_021148.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_024495,sub-050,batch2,1,24495,1787057749356,images/batch2/subject_sub-050_frame_024495.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_027843,sub-050,batch2,1,27843,1787057860939,images/batch2/subject_sub-050_frame_027843.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_039034,sub-050,batch2,2,39034,1787058233977,images/batch2/subject_sub-050_frame_039034.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_042350,sub-050,batch2,2,42350,1787058344521,images/batch2/subject_sub-050_frame_042350.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_045667,sub-050,batch2,2,45667,1787058455097,images/batch2/subject_sub-050_frame_045667.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_048983,sub-050,batch2,2,48983,1787058565637,images/batch2/subject_sub-050_frame_048983.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-050_frame_052301,sub-050,batch2,2,52301,1787058676231,images/batch2/subject_sub-050_frame_052301.jpg,E:\正式实验\sub-050_\nir\sub-050_nir.avi
subject_sub-051_frame_012138,sub-051,batch2,1,12138,1787057682826,images/batch2/subject_sub-051_frame_012138.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_015464,sub-051,batch2,1,15464,1787057793709,images/batch2/subject_sub-051_frame_015464.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_018791,sub-051,batch2,1,18791,1787057904605,images/batch2/subject_sub-051_frame_018791.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_022117,sub-051,batch2,1,22117,1787058015484,images/batch2/subject_sub-051_frame_022117.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_025445,sub-051,batch2,1,25445,1787058126397,images/batch2/subject_sub-051_frame_025445.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_033624,sub-051,batch2,2,33624,1787058399053,images/batch2/subject_sub-051_frame_033624.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_036854,sub-051,batch2,2,36854,1787058506715,images/batch2/subject_sub-051_frame_036854.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_040085,sub-051,batch2,2,40085,1787058614442,images/batch2/subject_sub-051_frame_040085.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_043315,sub-051,batch2,2,43315,1787058722095,images/batch2/subject_sub-051_frame_043315.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-051_frame_046546,sub-051,batch2,2,46546,1787058829779,images/batch2/subject_sub-051_frame_046546.jpg,E:\正式实验\sub-051_\nir\sub-051_nir.avi
subject_sub-052_frame_014046,sub-052,batch2,1,14046,1787058759587,images/batch2/subject_sub-052_frame_014046.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_017298,sub-052,batch2,1,17298,1787058867984,images/batch2/subject_sub-052_frame_017298.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_020551,sub-052,batch2,1,20551,1787058976430,images/batch2/subject_sub-052_frame_020551.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_023803,sub-052,batch2,1,23803,1787059084834,images/batch2/subject_sub-052_frame_023803.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_027055,sub-052,batch2,1,27055,1787059193236,images/batch2/subject_sub-052_frame_027055.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_035350,sub-052,batch2,2,35350,1787059469711,images/batch2/subject_sub-052_frame_035350.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_038539,sub-052,batch2,2,38539,1787059576036,images/batch2/subject_sub-052_frame_038539.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_041729,sub-052,batch2,2,41729,1787059682365,images/batch2/subject_sub-052_frame_041729.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_044919,sub-052,batch2,2,44919,1787059788693,images/batch2/subject_sub-052_frame_044919.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-052_frame_048110,sub-052,batch2,2,48110,1787059895050,images/batch2/subject_sub-052_frame_048110.jpg,E:\正式实验\sub-052_\nir\sub-052_nir.avi
subject_sub-053_frame_015533,sub-053,batch2,1,15533,1787058962539,images/batch2/subject_sub-053_frame_015533.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_018749,sub-053,batch2,1,18749,1787059069735,images/batch2/subject_sub-053_frame_018749.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_021963,sub-053,batch2,1,21963,1787059176906,images/batch2/subject_sub-053_frame_021963.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_025180,sub-053,batch2,1,25180,1787059284102,images/batch2/subject_sub-053_frame_025180.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_028396,sub-053,batch2,1,28396,1787059391293,images/batch2/subject_sub-053_frame_028396.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_036519,sub-053,batch2,2,36519,1787059662075,images/batch2/subject_sub-053_frame_036519.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_039759,sub-053,batch2,2,39759,1787059770074,images/batch2/subject_sub-053_frame_039759.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_043000,sub-053,batch2,2,43000,1787059878096,images/batch2/subject_sub-053_frame_043000.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_046241,sub-053,batch2,2,46241,1787059986149,images/batch2/subject_sub-053_frame_046241.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-053_frame_049482,sub-053,batch2,2,49482,1787060094159,images/batch2/subject_sub-053_frame_049482.jpg,E:\正式实验\sub-053_\nir\sub-053_nir.avi
subject_sub-054_frame_013220,sub-054,batch2,1,13220,1787060770657,images/batch2/subject_sub-054_frame_013220.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_016511,sub-054,batch2,1,16511,1787060880345,images/batch2/subject_sub-054_frame_016511.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_019803,sub-054,batch2,1,19803,1787060990055,images/batch2/subject_sub-054_frame_019803.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_023095,sub-054,batch2,1,23095,1787061099813,images/batch2/subject_sub-054_frame_023095.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_026385,sub-054,batch2,1,26385,1787061209496,images/batch2/subject_sub-054_frame_026385.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_034609,sub-054,batch2,2,34609,1787061483588,images/batch2/subject_sub-054_frame_034609.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_037746,sub-054,batch2,2,37746,1787061588166,images/batch2/subject_sub-054_frame_037746.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_040883,sub-054,batch2,2,40883,1787061692741,images/batch2/subject_sub-054_frame_040883.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_044021,sub-054,batch2,2,44021,1787061797346,images/batch2/subject_sub-054_frame_044021.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-054_frame_047158,sub-054,batch2,2,47158,1787061901907,images/batch2/subject_sub-054_frame_047158.jpg,E:\正式实验\sub-054_\nir\sub-054_nir.avi
subject_sub-055_frame_012645,sub-055,batch2,1,12645,1787060257970,images/batch2/subject_sub-055_frame_012645.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_015908,sub-055,batch2,1,15908,1787060366740,images/batch2/subject_sub-055_frame_015908.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_019171,sub-055,batch2,1,19171,1787060475487,images/batch2/subject_sub-055_frame_019171.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_022434,sub-055,batch2,1,22434,1787060584254,images/batch2/subject_sub-055_frame_022434.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_025697,sub-055,batch2,1,25697,1787060693024,images/batch2/subject_sub-055_frame_025697.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_033956,sub-055,batch2,2,33956,1787060968315,images/batch2/subject_sub-055_frame_033956.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_037112,sub-055,batch2,2,37112,1787061073534,images/batch2/subject_sub-055_frame_037112.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_040269,sub-055,batch2,2,40269,1787061178748,images/batch2/subject_sub-055_frame_040269.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_043425,sub-055,batch2,2,43425,1787061283948,images/batch2/subject_sub-055_frame_043425.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-055_frame_046581,sub-055,batch2,2,46581,1787061389162,images/batch2/subject_sub-055_frame_046581.jpg,E:\正式实验\sub-055_\nir\sub-055_nir.avi
subject_sub-061_frame_014782,sub-061,batch2,1,14782,1787037789246,images/batch2/subject_sub-061_frame_014782.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_018048,sub-061,batch2,1,18048,1787037898104,images/batch2/subject_sub-061_frame_018048.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_021314,sub-061,batch2,1,21314,1787038006963,images/batch2/subject_sub-061_frame_021314.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_024580,sub-061,batch2,1,24580,1787038115831,images/batch2/subject_sub-061_frame_024580.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_027846,sub-061,batch2,1,27846,1787038224732,images/batch2/subject_sub-061_frame_027846.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_037360,sub-061,batch2,2,37360,1787038541826,images/batch2/subject_sub-061_frame_037360.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_040681,sub-061,batch2,2,40681,1787038652548,images/batch2/subject_sub-061_frame_040681.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_044002,sub-061,batch2,2,44002,1787038763250,images/batch2/subject_sub-061_frame_044002.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_047323,sub-061,batch2,2,47323,1787038873950,images/batch2/subject_sub-061_frame_047323.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
subject_sub-061_frame_050645,sub-061,batch2,2,50645,1787038984683,images/batch2/subject_sub-061_frame_050645.jpg,E:\正式实验\sub-061_\nir\sub-061_nir.avi
